180.51079,350.77554,0.95686275
198.57207,356.61172,0.9490196
195.54636,374.42322,0.9529412
178.42004,367.62195,0.9607843
178.74521,385.6882,0.9490196
176.27145,403.48883,0.94509804
177.37263,419.38388,0.93333334
191.96663,410.9682,0.9372549
192.50343,425.48346,0.92156863
205.82127,432.65924,0.9098039
205.9588,418.93985,0.92156863
218.96722,425.40396,0.92156863
219.87892,411.81818,0.9137255
233.5438,418.61688,0.9098039
229.12207,431.95667,0.9098039
241.39034,429.87576,0.9137255
248.21986,420.47565,0.90588236
260.6016,423.17395,0.89411765
268.66718,414.68124,0.9019608
271.86932,424.77835,0.89411765
280.27216,420.64938,0.8862745
289.54562,425.11652,0.8862745
281.2346,431.89432,0.8666667
270.76645,433.37625,0.8784314
262.24814,435.25833,0.8784314
253.05336,431.87143,0.8862745
247.56467,440.68622,0.8784314
236.60068,441.2623,0.8901961
232.94235,452.0631,0.8784314
225.42998,444.85306,0.89411765
216.58842,438.5299,0.9137255
214.63641,451.11044,0.89411765
204.57771,446.39578,0.8980392
194.53653,440.92538,0.90588236
184.25548,435.68365,0.91764706
174.11713,433.388,0.92941177
174.61029,447.07645,0.9098039
185.34383,450.927,0.90588236
195.12538,455.479,0.8901961
197.16582,467.45215,0.8745098
186.14514,465.4408,0.8745098
175.11931,460.07028,0.89411765
174.19435,471.34326,0.87058824
174.2879,481.90747,0.84705883
179.76279,488.92426,0.8509804
172.34718,492.54953,0.8392157
177.1176,499.0531,0.827451
172.72911,505.72195,0.8117647
173.5666,513.99945,0.7607843
178.85187,516.7316,0.41568625
184.41982,517.3162,0.3215686
181.53473,522.29144,0.33725488
176.32155,522.3858,0.372549
171.93947,520.15436,0.62352943
171.74536,526.37054,0.47450978
178.40689,527.3981,0.2980392
183.73439,527.58887,0.27058822
189.68407,527.3701,0.27058822
192.17711,523.8069,0.27058822
186.72101,522.9143,0.2862745
189.77612,518.80505,0.2745098
189.11252,513.5204,0.30196077
183.94316,511.62784,0.36862743
178.87788,510.06018,0.572549
183.15463,504.83408,0.5803921
188.6577,507.78305,0.34509802
194.01398,510.48715,0.27843136
194.0102,505.1498,0.3215686
189.22603,501.6202,0.44313723
192.47728,495.59964,0.58823526
196.18343,499.54126,0.32549018
199.88614,494.3776,0.3960784
201.85318,488.0738,0.6666666
195.1809,488.71072,0.84705883
184.98636,496.1491,0.827451
187.36514,485.9778,0.8627451
183.10406,476.67355,0.85882354
192.95929,477.384,0.87058824
202.36565,478.25903,0.85490197
207.91914,470.66638,0.8509804
205.58772,459.217,0.88235295
214.71765,463.33908,0.8666667
223.25296,456.56277,0.8666667
230.85944,462.38522,0.8509804
223.21613,467.9319,0.8509804
217.95332,474.6714,0.84705883
212.64638,481.49088,0.84313726
218.63626,485.62698,0.4588235
223.84027,482.7232,0.56078434
229.69489,485.62265,0.3607843
224.86137,489.8065,0.30588233
219.28676,491.8766,0.30588233
213.57954,489.85312,0.3607843
208.33475,486.59955,0.60392153
206.84166,492.0253,0.35686272
206.09668,496.9857,0.31372547
202.54427,500.2877,0.3098039
199.47914,504.09622,0.2980392
199.49403,508.81702,0.30196077
198.95052,513.69385,0.25490195
194.29355,515.68634,0.26666665
195.06229,520.31506,0.27843136
198.42001,524.1012,0.2588235
195.92613,527.6238,0.27058822
202.25395,528.0445,0.27058822
203.20518,523.3725,0.24313724
199.88072,518.9995,0.26666665
203.6038,515.6297,0.24705881
204.5545,510.85837,0.2588235
205.47076,505.6456,0.27843136
209.56027,501.35718,0.27058822
212.047,495.9552,0.3215686
217.3676,497.33646,0.29411763
223.27232,496.49097,0.2745098
227.07784,501.9,0.28235292
232.68008,501.4577,0.27058822
231.1676,507.03253,0.24705881
228.78833,512.2531,0.23137254
225.34515,507.26978,0.24313724
222.71313,512.1492,0.23137254
219.4662,516.14594,0.23921567
214.11246,515.9413,0.2588235
215.8295,510.88977,0.26274508
219.37816,507.47113,0.23921567
221.3286,502.2595,0.26666665
215.45915,502.7379,0.26274508
211.68694,506.48358,0.26274508
209.89273,510.99057,0.24705881
208.88596,515.80817,0.25490195
206.12755,519.79706,0.25490195
208.30356,524.367,0.23921567
208.3051,528.68176,0.25098038
213.67723,526.7389,0.24313724
211.77428,520.84753,0.23921567
216.87602,521.4348,0.25098038
219.10571,526.9404,0.23921567
224.21577,526.6842,0.22745097
222.31389,521.5799,0.24705881
225.59486,517.1457,0.21960783
228.31137,522.14526,0.19999999
229.6393,527.43427,0.20784312
234.32443,522.0338,0.21568626
231.64119,517.158,0.21568626
234.749,511.93054,0.23137254
236.93239,506.52682,0.23137254
242.37825,505.55066,0.24313724
240.72333,511.54056,0.23921567
245.9539,514.0475,0.21568626
242.72406,517.72125,0.21960783
237.4457,516.895,0.2117647
240.16058,522.4469,0.19999999
234.88211,527.1134,0.20784312
239.82814,527.466,0.20392156
244.84413,527.1465,0.20392156
246.21306,522.5518,0.2117647
248.65817,518.3227,0.20784312
253.47934,517.491,0.21960783
252.2286,522.8834,0.21568626
249.98169,527.4944,0.19607842
255.53308,527.3791,0.109803915
257.7849,523.9286,0.09019607
257.28677,519.84467,0.09411764
261.49905,518.3696,0.07058823
262.69266,523.0848,0.09019607
261.34708,527.5795,0.06666666
265.7384,527.4396,0.058823526
270.48026,528.22144,0.10196078
272.92923,524.95465,0.0745098
276.31662,527.9299,0.09019607
280.44537,526.25555,0.07058823
284.42123,527.8813,0.06666666
284.92044,523.9592,0.06666666
286.30313,519.8887,0.0745098
283.83633,516.56445,0.09411764
280.03384,516.3618,0.06666666
277.12302,513.5494,0.06666666
273.52084,511.36246,0.07843137
269.97565,508.65436,0.09411764
268.7864,512.7695,0.09019607
272.86685,515.78125,0.07843137
276.3199,518.67633,0.06666666
281.13293,521.03174,0.0745098
276.73975,523.0189,0.086274505
271.65366,520.4133,0.082352936
268.1165,523.60297,0.07843137
265.8636,519.67914,0.06666666
268.37473,516.759,0.0745098
263.71948,514.3636,0.07843137
258.0339,514.80054,0.12156862
260.65833,510.26077,0.09411764
265.25967,509.7694,0.086274505
266.67294,505.34445,0.09411764
268.202,501.2576,0.09803921
266.37784,497.26358,0.09803921
264.4077,493.25113,0.12549019
266.57016,489.28696,0.109803915
265.06372,484.91412,0.11372548
269.5898,485.0821,0.086274505
268.4084,480.54382,0.12941176
273.00296,481.6207,0.11372548
272.2436,476.5314,0.12549019
276.8224,478.98987,0.1372549
277.2892,474.39642,0.12941176
278.3701,469.3598,0.11764705
273.73032,470.94516,0.14117646
269.35968,472.64038,0.12941176
266.5845,476.2919,0.13333333
264.58194,471.27457,0.18039215
264.12082,466.29764,0.19215685
263.31488,460.7681,0.33725488
254.70535,458.91235,0.827451
258.58282,465.32315,0.56470585
259.02963,470.50693,0.32549018
255.86781,474.83972,0.31372547
257.98785,479.6071,0.3098039
261.5416,475.50693,0.2980392
263.38477,480.35107,0.16862744
260.45184,484.6924,0.27058822
261.64624,489.58813,0.19215685
256.63065,488.78558,0.2745098
252.74228,491.8609,0.26666665
253.9006,497.35846,0.27058822
253.10022,502.49588,0.24313724
258.2487,500.34024,0.21568626
258.03818,493.87122,0.25490195
261.59607,496.81693,0.16470587
